team_number,team_id,file_name,trainer_name,trainer_class,master_or_normal,format,set_number,team_label,source_file,source_page_url,pokemon_count,pokemon_species
423,T00000423,T00000423_BattleGirlEva_ND5.txt,Eva,Battle Girl,N,D,5,Double Battles Set 5: Team A,Battle_Girl.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Battle_Girl,4,"Breloom, Glalie, Typhlosion, Hariyama"
424,T00000424,T00000424_BattleGirlSylvia_NS7.txt,Sylvia,Battle Girl,N,S,7,Single Battles Set 7: Team A,Battle_Girl.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Battle_Girl,3,"Venusaur, Jolteon, Marowak"
425,T00000425,T00000425_BattleGirlSylvia_MS1.txt,Sylvia,Battle Girl,M,S,1,Master Class Single Battles: Team A,Battle_Girl.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Battle_Girl,3,"Slowking, Granbull, Vaporeon"
426,T00000426,T00000426_BattleGirlSylvia_MS1.txt,Sylvia,Battle Girl,M,S,1,Master Class Single Battles: Team B,Battle_Girl.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Battle_Girl,3,"Raikou, Alakazam, Pinsir"
427,T00000427,T00000427_BattleGirlSylvia_ND7.txt,Sylvia,Battle Girl,N,D,7,Double Battles Set 7: Team A,Battle_Girl.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Battle_Girl,4,"Venusaur, Machamp, Dugtrio, Electivire"
428,T00000428,T00000428_BattleGirlSylvia_ND7.txt,Sylvia,Battle Girl,N,D,7,Double Battles Set 7: Team B,Battle_Girl.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Battle_Girl,4,"Hippowdon, Dragonite, Snorlax, Aggron"
429,T00000429,T00000429_BattleGirlKristy_NS7.txt,Kristy,Battle Girl,N,S,7,Single Battles Set 7: Team A,Battle_Girl.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Battle_Girl,3,"Wailord, Magnezone, Blissey"
430,T00000430,T00000430_BattleGirlKristy_MS1.txt,Kristy,Battle Girl,M,S,1,Master Class Single Battles: Team A,Battle_Girl.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Battle_Girl,3,"Starmie, Ambipom, Articuno"
431,T00000431,T00000431_BattleGirlKristy_MS1.txt,Kristy,Battle Girl,M,S,1,Master Class Single Battles: Team B,Battle_Girl.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Battle_Girl,3,"Ampharos, Registeel, Milotic"
432,T00000432,T00000432_BattleGirlKristy_ND7.txt,Kristy,Battle Girl,N,D,7,Double Battles Set 7: Team A,Battle_Girl.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Battle_Girl,4,"Glaceon, Nidoqueen, Blastoise, Gardevoir"
433,T00000433,T00000433_BattleGirlKristy_ND7.txt,Kristy,Battle Girl,N,D,7,Double Battles Set 7: Team B,Battle_Girl.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Battle_Girl,4,"Flygon, Tangrowth, Lucario, Infernape"
434,T00000434,T00000434_BeautyBarbara_NS2.txt,Barbara,Beauty,N,S,2,Single Battles Set 2: Team A,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,3,"Chikorita, Wobbuffet, Elekid"
435,T00000435,T00000435_BeautyBarbara_NS3.txt,Barbara,Beauty,N,S,3,Single Battles Set 3: Team A,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,3,"Quilava, Anorith, Prinplup"
436,T00000436,T00000436_BeautyBarbara_ND2.txt,Barbara,Beauty,N,D,2,Double Battles Set 2: Team A,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,4,"Luvdisc, Murkrow, Beautifly, Cacnea"
437,T00000437,T00000437_BeautyBarbara_ND2.txt,Barbara,Beauty,N,D,2,Double Battles Set 2: Team B,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,4,"Cacnea, Corsola, Gloom, Natu"
438,T00000438,T00000438_BeautyBarbara_ND3.txt,Barbara,Beauty,N,D,3,Double Battles Set 3: Team A,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,4,"Wartortle, Porygon, Raticate, Furret"
439,T00000439,T00000439_BeautyStacy_NS2.txt,Stacy,Beauty,N,S,2,Single Battles Set 2: Team A,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,3,"Delcatty, Baltoy, Chinchou"
440,T00000440,T00000440_BeautyStacy_NS3.txt,Stacy,Beauty,N,S,3,Single Battles Set 3: Team A,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,3,"Loudred, Combusken, Dunsparce"
441,T00000441,T00000441_BeautyStacy_ND2.txt,Stacy,Beauty,N,D,2,Double Battles Set 2: Team A,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,4,"Burmy, Treecko, Exeggcute, Oddish"
442,T00000442,T00000442_BeautyStacy_ND3.txt,Stacy,Beauty,N,D,3,Double Battles Set 3: Team A,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,4,"Dunsparce, Omanyte, Kecleon, Sunflora"
443,T00000443,T00000443_BeautyAlena_NS2.txt,Alena,Beauty,N,S,2,Single Battles Set 2: Team A,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,3,"Elekid, Nidorino, Omanyte"
444,T00000444,T00000444_BeautyAlena_NS2.txt,Alena,Beauty,N,S,2,Single Battles Set 2: Team B,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,3,"Graveler, Gible, Stunky"
445,T00000445,T00000445_BeautyAlena_NS3.txt,Alena,Beauty,N,S,3,Single Battles Set 3: Team A,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,3,"Seadra, Persian, Monferno"
446,T00000446,T00000446_BeautyAlena_ND2.txt,Alena,Beauty,N,D,2,Double Battles Set 2: Team A,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,4,"Mawile, Parasect, Beedrill, Wailmer"
447,T00000447,T00000447_BeautyAlena_ND2.txt,Alena,Beauty,N,D,2,Double Battles Set 2: Team B,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,4,"Munchlax, Chimchar, Kabuto, Beautifly"
448,T00000448,T00000448_BeautyAlena_ND3.txt,Alena,Beauty,N,D,3,Double Battles Set 3: Team A,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,4,"Sableye, Gligar, Quilava, Spinda"
449,T00000449,T00000449_BeautyJaclyn_MS1.txt,Jaclyn,Beauty,M,S,1,Master Class Single Battles: Team A,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,3,"Nidoqueen, Cresselia, Skuntank"
450,T00000450,T00000450_BeautyJaclyn_MS1.txt,Jaclyn,Beauty,M,S,1,Master Class Single Battles: Team B,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,3,"Flygon, Starmie, Snorlax"
451,T00000451,T00000451_BeautyJaclyn_MS1.txt,Jaclyn,Beauty,M,S,1,Master Class Single Battles: Team C,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,3,"Flygon, Slaking, Infernape"
452,T00000452,T00000452_BeautyNoelle_MS1.txt,Noelle,Beauty,M,S,1,Master Class Single Battles: Team A,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,3,"Latios, Slowbro, Rhydon"
453,T00000453,T00000453_BeautyNoelle_MS1.txt,Noelle,Beauty,M,S,1,Master Class Single Battles: Team B,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,3,"Latias, Ninetales, Togekiss"
454,T00000454,T00000454_BeautyNoelle_MS1.txt,Noelle,Beauty,M,S,1,Master Class Single Battles: Team C,Beauty.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Beauty,3,"Latias, Latios, Togekiss"
455,T00000455,T00000455_BirdKeeperShayla_NS3.txt,Shayla,Bird Keeper,N,S,3,Single Battles Set 3: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Furret, Qwilfish, Wormadam"
456,T00000456,T00000456_BirdKeeperShayla_NS3.txt,Shayla,Bird Keeper,N,S,3,Single Battles Set 3: Team B,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Metang, Sunflora, Gligar"
457,T00000457,T00000457_BirdKeeperShayla_NS4.txt,Shayla,Bird Keeper,N,S,4,Single Battles Set 4: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Swalot, Magneton, Camerupt"
458,T00000458,T00000458_BirdKeeperShayla_ND3.txt,Shayla,Bird Keeper,N,D,3,Double Battles Set 3: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Chimecho, Yanma, Mothim, Prinplup"
459,T00000459,T00000459_BirdKeeperShayla_ND3.txt,Shayla,Bird Keeper,N,D,3,Double Battles Set 3: Team B,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Misdreavus, Haunter, Linoone, Wormadam"
460,T00000460,T00000460_BirdKeeperShayla_ND4.txt,Shayla,Bird Keeper,N,D,4,Double Battles Set 4: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Zangoose, Relicanth, Dusclops, Carnivine"
461,T00000461,T00000461_BirdKeeperTierra_NS3.txt,Tierra,Bird Keeper,N,S,3,Single Battles Set 3: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Bibarel, Haunter, Anorith"
462,T00000462,T00000462_BirdKeeperTierra_NS3.txt,Tierra,Bird Keeper,N,S,3,Single Battles Set 3: Team B,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Wigglytuff, Sealeo, Lunatone"
463,T00000463,T00000463_BirdKeeperTierra_NS4.txt,Tierra,Bird Keeper,N,S,4,Single Battles Set 4: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Bellossom, Carnivine, Ninjask"
464,T00000464,T00000464_BirdKeeperTierra_NS4.txt,Tierra,Bird Keeper,N,S,4,Single Battles Set 4: Team B,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Xatu, Magmar, Dodrio"
465,T00000465,T00000465_BirdKeeperTierra_ND3.txt,Tierra,Bird Keeper,N,D,3,Double Battles Set 3: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Tangela, Elekid, Croconaw, Solrock"
466,T00000466,T00000466_BirdKeeperTierra_ND3.txt,Tierra,Bird Keeper,N,D,3,Double Battles Set 3: Team B,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Sealeo, Quilava, Magcargo, Prinplup"
467,T00000467,T00000467_BirdKeeperTierra_ND4.txt,Tierra,Bird Keeper,N,D,4,Double Battles Set 4: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Xatu, Camerupt, Huntail, Piloswine"
468,T00000468,T00000468_BirdKeeperElise_NS3.txt,Elise,Bird Keeper,N,S,3,Single Battles Set 3: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Weepinbell, Wartortle, Linoone"
469,T00000469,T00000469_BirdKeeperElise_NS3.txt,Elise,Bird Keeper,N,S,3,Single Battles Set 3: Team B,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Grotle, Magcargo, Shelgon"
470,T00000470,T00000470_BirdKeeperElise_NS4.txt,Elise,Bird Keeper,N,S,4,Single Battles Set 4: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Cherrim, Noctowl, Electabuzz"
471,T00000471,T00000471_BirdKeeperElise_NS4.txt,Elise,Bird Keeper,N,S,4,Single Battles Set 4: Team B,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Lumineon, Wigglytuff, Ivysaur"
472,T00000472,T00000472_BirdKeeperElise_ND3.txt,Elise,Bird Keeper,N,D,3,Double Battles Set 3: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Mawile, Mothim, Solrock, Wailmer"
473,T00000473,T00000473_BirdKeeperElise_ND3.txt,Elise,Bird Keeper,N,D,3,Double Battles Set 3: Team B,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Cherrim, Kricketune, Vigoroth, Delcatty"
474,T00000474,T00000474_BirdKeeperElise_ND4.txt,Elise,Bird Keeper,N,D,4,Double Battles Set 4: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Clefable, Relicanth, Gorebyss, Seviper"
475,T00000475,T00000475_BirdKeeperSkylar_NS6.txt,Skylar,Bird Keeper,N,S,6,Single Battles Set 6: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Armaldo, Bastiodon, Drapion"
476,T00000476,T00000476_BirdKeeperSkylar_NS6.txt,Skylar,Bird Keeper,N,S,6,Single Battles Set 6: Team B,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Miltank, Pinsir, Cradily"
477,T00000477,T00000477_BirdKeeperSkylar_NS7.txt,Skylar,Bird Keeper,N,S,7,Single Battles Set 7: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Drapion, Marowak, Vaporeon"
478,T00000478,T00000478_BirdKeeperSkylar_ND6.txt,Skylar,Bird Keeper,N,D,6,Double Battles Set 6: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Donphan, Granbull, Alakazam, Aerodactyl"
479,T00000479,T00000479_BirdKeeperSkylar_ND6.txt,Skylar,Bird Keeper,N,D,6,Double Battles Set 6: Team B,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Miltank, Weavile, Exeggutor, Floatzel"
480,T00000480,T00000480_BirdKeeperSkylar_ND7.txt,Skylar,Bird Keeper,N,D,7,Double Battles Set 7: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Salamence, Umbreon, Torterra, Metagross"
481,T00000481,T00000481_BirdKeeperPaula_NS6.txt,Paula,Bird Keeper,N,S,6,Single Battles Set 6: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Heracross, Aerodactyl, Alakazam"
482,T00000482,T00000482_BirdKeeperPaula_NS6.txt,Paula,Bird Keeper,N,S,6,Single Battles Set 6: Team B,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Blastoise, Slowking, Gardevoir"
483,T00000483,T00000483_BirdKeeperPaula_NS7.txt,Paula,Bird Keeper,N,S,7,Single Battles Set 7: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Drifblim, Charizard, Crobat"
484,T00000484,T00000484_BirdKeeperPaula_ND6.txt,Paula,Bird Keeper,N,D,6,Double Battles Set 6: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Heracross, Alakazam, Drifblim, Rampardos"
485,T00000485,T00000485_BirdKeeperPaula_ND6.txt,Paula,Bird Keeper,N,D,6,Double Battles Set 6: Team B,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Gallade, Gastrodon, Altaria, Exploud"
486,T00000486,T00000486_BirdKeeperPaula_ND7.txt,Paula,Bird Keeper,N,D,7,Double Battles Set 7: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,4,"Leafeon, Abomasnow, Crobat, Flareon"
487,T00000487,T00000487_BirdKeeperAllie_MS1.txt,Allie,Bird Keeper,M,S,1,Master Class Single Battles: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Rapidash, Lapras, Gastrodon"
488,T00000488,T00000488_BirdKeeperAllie_MS1.txt,Allie,Bird Keeper,M,S,1,Master Class Single Battles: Team B,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Lapras, Aerodactyl, Electivire"
489,T00000489,T00000489_BirdKeeperAllie_MS1.txt,Allie,Bird Keeper,M,S,1,Master Class Single Battles: Team C,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Lapras, Aerodactyl, Electivire"
490,T00000490,T00000490_BirdKeeperAnissa_MS1.txt,Anissa,Bird Keeper,M,S,1,Master Class Single Battles: Team A,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Latios, Entei, Golduck"
491,T00000491,T00000491_BirdKeeperAnissa_MS1.txt,Anissa,Bird Keeper,M,S,1,Master Class Single Battles: Team B,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Porygon2, Dugtrio, Donphan"
492,T00000492,T00000492_BirdKeeperAnissa_MS1.txt,Anissa,Bird Keeper,M,S,1,Master Class Single Battles: Team C,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Heatran, Moltres, Feraligatr"
493,T00000493,T00000493_BirdKeeperAnissa_MS1.txt,Anissa,Bird Keeper,M,S,1,Master Class Single Battles: Team D,Bird_Keeper.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Bird_Keeper,3,"Heatran, Zapdos, Breloom"
494,T00000494,T00000494_BlackBeltKolby_NS3.txt,Kolby,Black Belt,N,S,3,Set 3: Team A,Black_Belt.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Black_Belt,3,"Charmeleon, Spinda, Machoke"
495,T00000495,T00000495_BlackBeltKolby_NS4.txt,Kolby,Black Belt,N,S,4,Set 4: Team A,Black_Belt.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Black_Belt,3,"Banette, Pupitar, Hitmonchan"
496,T00000496,T00000496_BlackBeltKolby_NS4.txt,Kolby,Black Belt,N,S,4,Set 4: Team B,Black_Belt.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Black_Belt,3,"Relicanth, Wigglytuff, Ivysaur"
497,T00000497,T00000497_BlackBeltKolby_NS3.txt,Kolby,Black Belt,N,S,3,Set 3: Team A,Black_Belt.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Black_Belt,4,"Munchlax, Wigglytuff, Magcargo, Nidorina"
498,T00000498,T00000498_BlackBeltKolby_NS4.txt,Kolby,Black Belt,N,S,4,Single Battles Set 4: Team A,Black_Belt.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Black_Belt,4,"Ivysaur, Octillery, Hitmontop, Grovyle"
499,T00000499,T00000499_BlackBeltJonas_NS3.txt,Jonas,Black Belt,N,S,3,Set 3: Team A,Black_Belt.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Black_Belt,3,"Combusken, Sealeo, Wigglytuff"
500,T00000500,T00000500_BlackBeltJonas_NS4.txt,Jonas,Black Belt,N,S,4,Set 4: Team A,Black_Belt.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Black_Belt,3,"Bellossom, Lumineon, Ninjask"
501,T00000501,T00000501_BlackBeltJonas_NS3.txt,Jonas,Black Belt,N,S,3,Set 3: Team A,Black_Belt.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Black_Belt,4,"Wigglytuff, Bayleef, Marshtomp, Lunatone"
